연번,브랜드명,사업장명,사업자등록번호,대표자명,업종(중분류),업종(소분류),주소,직원수,임금(월),소재지,수평적 조직문화,순이익증가율,총자산순이익율,부채비율,총자본회전율,워라밸,자아실현,육아휴직,"사내 육아 
2022-00082,신청기업,(주)솔비텍,2158748887,김대섭,G.도매 및 소매업(45~47),가전제품 및 정보통신장비 소매업,서울 강남구 테헤란로5길 315층 (역삼동),17,1833333.333,서울특별시,2.8,-28.6,2.4,163,1.6,2.5,2.7,1,0,,0,0,2.8
2022-00263,신청기업,(주)센서시스템기술,1348140250,김영보,C.제조업(10~34),전자부품 제조업,경기 안산시 단원구 능안로 81안산디지털파크 5층 5010호 (신길동),37,2505166.667,경기도,2.5,277.3,13.7,66.6,1.5,2,1,0,0,,1,0,2.5
2022-04292,이노비즈기업,(주)세진엔지니어링,4128123898,박찬갑,F.건설업(41~42),건설업본사(소분류),전남 영암군 덕진면 향월유수동길 101-8,56,2000000,전라남도,2.4,59.9,21.3,33.6,2.6,2.1,3.7,1,1,,0,0,2.4
2022-00230,신청기업,(주)세인씨앤씨,2148620797,조정화,G.도매 및 소매업(45~47),기계장비 및 관련 물품 도매업,서울특별시 영등포구 선유로 130(양평동3가) 에이스하이테크시티 3차 704호,56,2000000,서울특별시,3.1,-48.9,6.4,22,1.7,2.6,2,0,0,,0,0,3.1
2022-00060,신청기업,(주)세림티앤디,3128142708,김창동,C.제조업(10~34),기타 전기장비 제조업,충남 천안시 동남구 병천면 충절로 1946,31,2500000,충청남도,3,32,3.8,284.1,0.9,3,4,1,0,,1,0,3
2022-04286,이노비즈기업,(주)성지기공,1398107125,이호석,F.건설업(41~42),건설업본사(소분류),인천광역시 남동구 선수촌공원로17번길 13층 307호 (테크노밸리A동),45,1912500,인천광역시,1.7,16.5,12,33.6,2.8,2,1.7,1,1,,1,0,1.7
2022-00843,대한민국 일자리 으뜸기업,(주)성일정보,5158128703,배창용,F.건설업(41~42),건설업본사(소분류),대구 북구 매전로 46-92(태전동),52,NA,대구광역시,NA,-2.9,3.9,59.5,5.1,NA,NA,1,1,,0,0,NA
2022-15015,가족친화인증기업,재단법인 인천광역시 서구문화재단,3988200219,이재현,"R.예술, 스포츠 및 여가관련 서비스업(90~91)",창작 및 예술관련 서비스업,"인천광역시 서구 염곡로464번길 15(가정동, 7층 쓰리엠타워)",41,2122500,인천광역시,2.4,NA,NA,NA,1,3.6,2.2,1,1,,1,0,2.4
2022-10521,메인비즈기업,(주)설악안전서비스,2278105860,박병준,L.부동산업(68),부동산 관련 서비스업,강원 속초시 미시령로3359번길 9(교동)현대1차아파트관리사무소,219,2500000,강원도,NA,-81.3,0.6,56.5,6.9,NA,NA,0,0,,1,0,NA
2022-00018,신청기업,(주)선우시스,1378134529,박기영,F.건설업(41~42),건설업본사(소분류),경기 김포시 대곶면 대곶북로305번길 42-30,64,2208333.333,경기도,1.9,20.5,0.3,237.3,1.7,2.5,2.2,0,0,,0,0,1.9
2022-14803,가족친화인증기업,재단법인 의정부시청소년재단,5688200083,안병용,P.교육 서비스업(85),기타 교육기관,경기도 의정부시 의정로 27(의정부동),NA,2391666.667,경기도,3,128.8,26.5,53.1,2.7,2.7,3,1,0,,1,0,3
2022-04279,이노비즈기업,(주)서호산전,4168158915,김승호,"S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",산업용 기계 및 장비 수리업,전남 광양시 도촌길 13-9(광영동),15,4235833.333,전라남도,2.3,17.4,8.4,35.3,1.3,1.3,2.7,1,1,,0,0,2.3
2022-06256,이노비즈기업,(주)서원양행,1308144875,이광,F.건설업(41~42),건설업본사(소분류),경기 부천시 부천로198번길 17(춘의동),122,2083333.333,경기도,2.1,-83.3,0.2,110.2,1.4,3.1,1.8,0,0,,0,0,2.1
2022-03108,이노비즈기업,(주)서우건설산업,1198116692,이종근,F.건설업(41~42),건설업본사(소분류),서울 금천구 시흥대로63길 60(시흥동),74,2635833.333,서울특별시,2.8,27.3,9.7,23.9,0.7,4.2,2.8,0,0,,1,0,2.8
2022-01426,이노비즈기업,(주)상원엔텍,5038165613,김정숙,"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",폐기물 처리업,경남 합천군 율곡면 황강옥전로 292-3,27,2945000,경상남도,1,-23.3,27.2,20.2,1,1,2,0,0,,1,0,1
2022-00863,노사문화우수기업,(주)삼우에프앤지,1248131846,송만우,H.운수 및 창고업(49~52),기타 운송관련 서비스업,경기 용인시 수지구 손곡로 29(동천동),313,1666666.667,경기도,3.1,-3.5,7.9,143.8,1,2.6,3,0,0,,1,0,3.1
2022-14748,가족친화인증기업,(주)고려아카데미컨설팅,1058615194,임용균,P.교육 서비스업(85),기타 교육기관,서울 금천구 디지털로9길 32갑을그레이트밸리 B동 17층 (가산동),80,2321000,서울특별시,3,-26.8,4.2,10,1.8,3,3,0,0,,1,0,3
2022-00830,대한민국 일자리 으뜸기업,(주)빌컴,2018184994,지창옥,"N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","사업시설 유지,관리 서비스업",서울 중구 퇴계로 2025층 (필동2가),418,2083333.333,서울특별시,2.6,-15.9,23.8,53.2,11.9,2.5,2.1,0,0,,0,0,2.6
2022-00198,신청기업,(주)빅드림,2098122027,"여권연, 최은영",G.도매 및 소매업(45~47),기타 전문 도매업,경기 용인시 처인구 모현읍 왕림로 166-46166-46,4,2200000,경기도,3.5,-89.3,1.5,286.7,1.6,3.8,3.5,1,1,,1,0,3.5
2022-00167,신청기업,(주)비체 코스메틱,6168611233,이선애,G.도매 및 소매업(45~47),기타 상품 전문 소매업,"제주특별자치도 제주시 첨단로213-3(영평동, 스마트빌딩) 411호",15,2250000,제주도,1,3028.2,4,196.2,0.6,1,1,0,0,,1,0,1
2022-05243,이노비즈기업,(주)비엠아이티,1148679872,김석기,"S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",산업용 기계 및 장비 수리업,"서울특별시 구로구 디지털로 272(구로동) 1001호, 1002호",26,2500000,서울특별시,3,-38.7,5.8,20.3,0.7,4,3,0,0,,0,0,3
2022-11667,메인비즈기업,(주)브로스핏,1198687305,김주연,"R.예술, 스포츠 및 여가관련 서비스업(90~91)",스포츠 서비스업,"서울특별시 관악구 남부순환로 1926(봉천동, 경동제약빌딩 지하2층)",17,2333333.333,서울특별시,2.3,-75.3,3.5,149.9,2.4,3,2.7,1,1,,1,0,2.3
2022-10552,메인비즈기업,(주)부산부기산업,6038182611,이희호,"S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",자동차 및 모터사이클 수리업,부산 사하구 하신중앙로 107(신평동),12,2000000,부산광역시,NA,-71.3,1,292.1,1.1,NA,NA,1,1,,0,0,NA
2022-10844,메인비즈기업,(주)베이넥스,1078671299,연광흠,"S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",컴퓨터 및 통신장비 수리업,"서울특별시 영등포구 당산로41길 11(당산동4가, 당산SK VI센터 W1209~1212)",102,1833333.333,서울특별시,2.7,-18.7,2.4,315.9,2.6,2.5,2.9,0,0,,1,0,2.7
2022-00188,신청기업,(주)베스트카본,1348643188,정래훈,C.제조업(10~34),"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","경기 시흥시 경기과기대로 113(정왕동, 시화공단 3라726호)",21,2500000,경기도,NA,-79.1,1.9,54.3,0.3,NA,NA,1,1,,0,0,NA
2022-09792,메인비즈기업,(주)무등자원,4088123389,"송정덕, 신승민","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","해체, 선별 및 원료 재생업",광주 북구 동배들길 33(동림동),22,2925000,광주광역시,1,-67.2,2.2,142.4,2,1,1,1,1,,0,0,1
2022-00173,신청기업,(주)멘퍼스,7238100096,조석,C.제조업(10~34),가구 제조업,광주 광산구 평동산단로 239-10(옥동),26,2100000,광주광역시,NA,-51.8,1.6,399.7,0.7,NA,NA,0,0,,1,0,NA
2022-10907,메인비즈기업,(주)만해금속,1248636021,이훈,"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","해체, 선별 및 원료 재생업",경기 화성시 향남읍 서봉로 715-15,19,3409166.667,경기도,NA,340,19.7,157.4,3.4,NA,NA,1,1,,0,0,NA
2022-00121,신청기업,(주)마크로밀엠브레인,1058198720,최인수,"M.전문, 과학 및 기술 서비스업(70~73)",시장조사 및 여론조사업,서울 강남구 강남대로318 (역삼동),248,2334166.667,서울특별시,3.1,28.5,10.6,38.3,1.1,2.1,3.3,0,0,,1,0,3.1
2022-00131,신청기업,(주)마스터피스,1278604682,오희택,G.도매 및 소매업(45~47),"섬유, 의복, 신발 및 가죽제품 소매업",경기 용인시 수지구 수지로 77401호~402호 (상현동),86,1416666.667,경기도,5,-59.1,2.4,80,0.5,2,5,1,0,,0,0,5
2022-07515,이노비즈기업,(주)링크일렉트로닉스,1058674534,김영수,"S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",그 외 기타 개인 서비스업,"경기 안양시 동안구 벌말로118번길16 (관양동,한국산업) 3층",37,2000000,경기도,1,-21.9,2.2,328.4,1.7,1,1.7,1,1,,1,0,1
2022-02683,이노비즈기업,(주)리파인,1208640033,"이창섭, 이길재",L.부동산업(68),부동산 관련 서비스업,서울 강남구 테헤란로 625덕명빌딩 4층 (삼성동),223,3135833.333,서울특별시,2.5,5.2,17.1,9.1,0.6,2.4,2.4,1,0,,0,0,2.5
2022-11423,메인비즈기업,(주)르노삼성자동차남부산정비사업소,6178156150,고광현,"S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",자동차 및 모터사이클 수리업,부산 수영구 수영로 624외 2필지 (광안동),42,3152500,부산광역시,NA,-42.6,0.9,135.2,2.2,NA,NA,0,0,,1,0,NA
2022-12718,메인비즈기업,(주)루크러닝,1448119415,이정민,P.교육 서비스업(85),교육지원 서비스업,"서울특별시 송파구 송파대로 201(에이동 309,310호)",13,2083333.333,서울특별시,1,352,295.6,57.5,7.4,2,1,0,0,,0,0,1
2022-14562,가족친화인증기업,재단법인 부산여성가족개발원,6078209507,성향숙,P.교육 서비스업(85),기타 교육기관,부산 북구 효열로 256(금곡동),65,2500000,부산광역시,2.9,NA,-11.4,17.9,2.7,3.6,2,0,0,,1,0,2.9
2022-04241,이노비즈기업,(주)디자인본오,1058719881,심한주,F.건설업(41~42),건설업본사(소분류),서울 마포구 토정로 35-12층 (합정동),41,2427500,서울특별시,2.5,-76.9,3.7,28.8,2.6,2,2.5,1,1,,1,0,2.5
2022-00509,신청기업,(주)디앤씨컴퍼니,8078700116,최은서,"N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",기타 사업지원 서비스업,대전광역시 동구 선화로 187(삼성동) 3층,51,2000000,대전광역시,2.9,75.1,16.1,281.9,1,2.4,3.7,1,0,,0,0,2.9
2022-00177,신청기업,(주)드림팩트,2108169250,이종화,G.도매 및 소매업(45~47),음ㆍ식료품 및 담배 도매업,경기도 의정부시 신흥로232번길 5-8(의정부동) 4층,24,2418333.333,경기도,2.5,17.2,9,180.5,4.6,2.5,3,0,0,,0,0,2.5
2022-00231,신청기업,(주)드림메카텍,1438104618,곽상원,C.제조업(10~34),특수 목적용 기계 제조업,경기도 화성시 정남면 정남산단로 41,92,2015083.333,경기도,3,NA,2.5,308.9,0.7,2.2,3,0,0,,1,0,3
2022-11365,메인비즈기업,(주)드림라이프,4168157876,정균일,K.금융 및 보험업(64~66),보험 및 연금관련 서비스업,광주 서구 상무번영로 575층 (치평동),27,3000000,광주광역시,2,64.7,9.3,104.5,10.2,2,2,0,0,,0,0,2
2022-00070,신청기업,(주)동진티아이,1318182760,이상원,C.제조업(10~34),전자부품 제조업,인천 남동구 능허대로625번길 18-32남동공단 138BL-6L (고잔동),57,2259166.667,인천광역시,3.1,2,4.7,109.3,1.2,2.6,2.4,1,0,,0,0,3.1
2022-01359,이노비즈기업,(주)동양환경,3068115434,모종면,"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","폐기물 수집, 운반업",대전 대덕구 문평동로48번길 125(문평동),86,3059166.667,대전광역시,2.7,NA,-13.2,114.3,0.5,3,3.3,0,0,,0,0,2.7
2022-10759,메인비즈기업,(주)동양펄프,1328616889,정영철,"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","해체, 선별 및 원료 재생업",경기 구리시 사노동305번지,10,3435000,경기도,NA,NA,-3.1,105.5,2.4,NA,NA,0,0,,1,0,NA
2022-15021,가족친화인증기업,주식회사 티엠디교육그룹,2118796577,고봉익,P.교육 서비스업(85),교육지원 서비스업,"서울 서초구 서초중앙로8길 26(서초동, Unoffice 2)",65,2127500,서울특별시,3,NA,-37.9,13092.1,1.6,2.2,2.5,0,0,,0,0,3
2022-00136,신청기업,(주)동구바이오제약,1138103336,조용준,C.제조업(10~34),의약품 제조업,서울특별시 송파구 법원로 114B동 14층,333,3098333.333,서울특별시,2.6,2,6.3,53.7,1,2.9,2.5,1,0,,0,0,2.6
2022-14562,가족친화인증기업,재단법인 부산여성가족개발원,6078209507,성향숙,P.교육 서비스업(85),기타 교육기관,부산 북구 효열로 256(금곡동),13,2500000,부산광역시,2.9,NA,-11.4,17.9,2.7,3.6,2,1,1,,0,0,2.9
2022-00199,신청기업,(주)더채움,1288708539,권영기,C.제조업(10~34),기타 식품 제조업,경기 고양시 일산동구 장진천길46번길 89-19(설문동),25,2500000,경기도,NA,224,16.7,197.1,1.3,NA,NA,1,0,,1,0,NA
2022-00109,신청기업,(주)더존시스템,1378184897,당준상,G.도매 및 소매업(45~47),기계장비 및 관련 물품 도매업,경기도 김포시 하성면 봉성로 210-9(하성면),12,2653333.333,경기도,1.3,-6.9,10,106.6,0.8,3,2.5,1,1,,1,0,1.3
2022-05669,이노비즈기업,(주)대흥엠앤티,1358130283,한재현,"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","해체, 선별 및 원료 재생업",경기 용인시 처인구 이동읍 서리로 129(대흥엠앤티),36,3269166.667,경기도,1,135,17.6,104.1,2.4,5,5,0,0,,0,0,1
2022-14748,가족친화인증기업,(주)고려아카데미컨설팅,1058615194,임용균,P.교육 서비스업(85),기타 교육기관,서울 금천구 디지털로9길 32갑을그레이트밸리 B동 17층 (가산동),73,2321000,서울특별시,3,-26.8,4.2,10,1.8,3,3,0,0,,0,0,3
2022-03073,이노비즈기업,(주)대현엔지니어링,3028106461,김구열,F.건설업(41~42),건설업본사(소분류),"서울특별시 송파구 송파대로 201(문정동, 송파테라타워2 제비동 제15층 제비-1522호)",38,4085833.333,서울특별시,1,-34.8,7.3,56.4,2.5,1,1.5,0,0,,1,0,1
2022-06193,이노비즈기업,(주)대한이앤씨,2198125701,박주경,F.건설업(41~42),건설업본사(소분류),경기도 성남시 수정구 위례서일로 64층 (우대빌딩),38,4722500,경기도,4,-45.9,2.5,2.5,2.5,4,4,1,0,,0,0,4
2022-04746,이노비즈기업,(주)대륜엘리스,1148679004,이기랑,F.건설업(41~42),건설업본사(소분류),"서울특별시 금천구 디지털로 130(가산동, 남성프라자) 712호",82,3043333.333,서울특별시,2,6.9,7.6,142.1,1.6,1,2,0,0,,1,0,2
2022-00165,신청기업,(주)대곤코퍼레이션,1168144170,이재형,C.제조업(10~34),"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","서울 구로구 디지털로 285(구로동, 에이스트윈타워1차 12층 1201호)",133,2774833.333,서울특별시,2.8,115.4,7.2,36.5,1.5,2.9,2.4,1,0,,1,0,2.8
2022-07474,이노비즈기업,(주)단성,1358102055,김천호,F.건설업(41~42),건설업본사(소분류),경기 수원시 권선구 산업로 101수원첨단산업단지 (고색동),50,2194166.667,경기도,2,190.2,3.2,48.2,1.7,3,4,1,0,,1,0,2
2022-01022,인재육성형중소기업,(주)다온링크,2208891990,한상민,K.금융 및 보험업(64~66),금융 지원 서비스업,"서울특별시 관악구 보라매로5가길 74층 413호 (봉천동,캐릭터그린빌)",23,4393333.333,서울특별시,4,134.1,28.9,43.4,3.6,3.5,4,1,1,,0,0,4
2022-00129,신청기업,(주)누비콤,2208672761,신동만,G.도매 및 소매업(45~47),기계장비 및 관련 물품 도매업,서울특별시 영등포구 경인로 7753동 2층 201호 (에이스하이테크시티),62,4046666.667,서울특별시,3.2,113,3.8,173.5,1.3,3.1,2.7,0,0,,0,0,3.2
2022-05179,이노비즈기업,(주)누리일렉콤,4098131960,김용권,F.건설업(41~42),건설업본사(소분류),광주 북구 지산마을길 13(생용동),42,2871666.667,광주광역시,NA,30.1,1.5,40.4,0.7,NA,NA,0,0,,1,0,NA
2022-09988,메인비즈기업,(주)녹색환경산업,4178115068,조동환,"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",폐기물 처리업,전라남도 여수시 소라면 봉두로 61,21,2500000,전라남도,NA,-18.3,15.3,76.5,1.3,NA,NA,0,0,,1,0,NA
2022-00152,신청기업,(주)나인텍,1298136166,"윤화균, 이주흥",C.제조업(10~34),특수 목적용 기계 제조업,"경기도 안산시 단원구 번영로82번길 29(성곡동, 안산스마트허브, 4마413)",50,3058333.333,경기도,2,21.8,2.2,130.6,1,1.5,2,1,1,,0,0,2
2022-15001,가족친화인증기업,재단법인 한국종합경제연구원,1128206166,권형남,"S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",산업 및 전문가 단체,"경기도 광명시 하안로 60(E동, 418-1호(소하동, 광명테크노파크))",66,1728333.333,경기도,2.6,NA,1.2,397.6,0.6,3.1,2.2,0,0,,0,0,2.6
2022-07039,이노비즈기업,(주)길교이앤씨,1198176216,박정호,F.건설업(41~42),건설업본사(소분류),경상북도 포항시 남구 철강로 306,36,3806666.667,경상북도,4.5,-89.7,2.1,29.5,0.8,4,4.5,0,0,,0,0,4.5
2022-08013,이노비즈기업,(주)금산산업,2258112540,이상훈,B.광업(05~08),토사석 광업,강원 평창군 평창읍 노론리산 40-1번지,14,2610833.333,강원도,NA,-76.9,0.7,120.8,0.4,NA,NA,0,0,,1,0,NA
2022-14811,가족친화인증기업,(주)평화누리,8138801058,박상수,"S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",그 외 기타 개인 서비스업,"서울 서초구 반포대로 22(서초동, 서초평화빌딩)",123,3720000,서울특별시,NA,95,2,663.4,0.3,NA,NA,1,1,,0,0,NA
2022-03806,이노비즈기업,(주)광운정보,3158133912,이강석,F.건설업(41~42),건설업본사(소분류),충청북도 청주시 흥덕구 1순환로594번길 48(봉명동),41,3247500,충청북도,NA,277,4,9,0.9,NA,NA,0,0,,1,0,NA
2022-00655,신청기업,(주)공진,1238146502,"윤규중, 윤지우","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","해체, 선별 및 원료 재생업",경기 군포시 당정로 10(당정동),55,2276666.667,경기도,2.7,53.8,11.4,10.6,1,3.3,2.4,1,0,,1,0,2.7
2022-00033,신청기업,(주)골든블루,6218154923,김동욱,C.제조업(10~34),알코올음료 제조업,부산 기장군 정관읍 농공길 89-2((주)천년약속),255,2500000,부산광역시,2.3,-12,11.1,41,1.1,2.2,2.6,0,0,,0,0,2.3
2022-02651,이노비즈기업,(주)고바이오랩,1198692996,"고광표, 박철원","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",기타 사업지원 서비스업,"서울특별시 관악구 관악로1(신림동, 서울대학교생명공학공동연구원) 220동630호",48,3333333.333,서울특별시,2.5,NA,-22.4,14.7,NA,2.9,2.3,0,0,,1,0,2.5
2022-00112,신청기업,(주)경문엔터테인먼트,1098604160,송종운,G.도매 및 소매업(45~47),생활용품 도매업,"경기도 부천시 삼작로164번길 38,2층 (내동)",16,2100000,경기도,3.5,12,11,134.4,3.7,3.5,3,0,0,,0,0,3.5
2022-12467,메인비즈기업,(주)강남캐피탈대부,2208151816,지흥진,K.금융 및 보험업(64~66),기타 금융업,서울 강남구 테헤란로 111(역삼동) 대건빌딩 6층 602호,14,3855833.333,서울특별시,1.5,-18.6,2.5,216.4,NA,2.5,1,1,1,,1,0,1.5
2022-00124,신청기업,(주)가온테크,1378614251,송길섭,C.제조업(10~34),일반 목적용 기계 제조업,경기도 김포시 양촌읍 황금로127번길 135(양촌읍),24,2888333.333,경기도,2.3,13.5,1.8,618.6,0.5,2.3,2,0,0,,0,0,2.3
2022-10778,메인비즈기업,(주)가람티엠에스,6098180964,김정숙,L.부동산업(68),부동산 관련 서비스업,"경상남도 김해시 월산로 111-67501호 (부곡동, 신하프라자)",50,2090000,경상남도,NA,-30.6,9.1,8.3,3.7,NA,NA,0,0,,0,0,NA
2022-00094,신청기업,(주)TSR,5138102008,"류한광, 이준엽",C.제조업(10~34),고무제품 제조업,경북 구미시 수출대로7길 11(공단동),157,2895333.333,경상북도,2.6,-24.2,3.5,147.3,1,2.5,2.8,1,0,,0,0,2.6
2022-00061,신청기업,(주) 파커스 인터내셔널,1288606887,박의철/박인철,G.도매 및 소매업(45~47),상품 종합 도매업,"서울특별시 강서구 강서로 466,703,704호 (등촌동, 우리벤처타운)",10,2792500,서울특별시,4.5,319.6,25.9,74.1,2.4,5,3,0,0,,1,0,4.5
2022-07024,이노비즈기업,(주) 알루이엔씨,1348168452,홍성철,F.건설업(41~42),건설업본사(소분류),서울 송파구 백제고분로9길 10빌딩 5층 (잠실동),72,2745000,서울특별시,2.5,-1.4,4.1,101,2.4,2.8,2.5,1,1,,1,0,2.5
2022-10413,메인비즈기업,(주) 봉황,3168115275,이봉춘,"S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",자동차 및 모터사이클 수리업,충남 서산시 대산읍 독곶리452-5번지,12,4626666.667,충청남도,NA,2147.2,3.7,195.5,1.7,NA,NA,1,1,,0,0,NA
2022-14989,가족친화인증기업,(재)전라남도정보문화산업진흥원,4118210121,이준근,"R.예술, 스포츠 및 여가관련 서비스업(90~91)",창작 및 예술관련 서비스업,전라남도 나주시 빛가람로 7772층 (전남실감미디어산업지원센터),45,2500000,전라남도,3,-58.3,0.9,695.4,0.1,3,2.5,1,0,,0,0,3
2022-10116,메인비즈기업,(유한)대신종합개발,4118109331,김광희,L.부동산업(68),부동산 관련 서비스업,전라남도 무안군 삼향읍 남악로 234(삼향읍) 트리폴리앙프라자 A동 4층 410호,258,876666.6667,전라남도,NA,-31,1.5,80.7,0.9,NA,NA,0,0,,1,0,NA
2022-10641,메인비즈기업,(유)은광산업개발,4048114383,전형기,B.광업(05~08),토사석 광업,전북 고창군 부안면 검산리산 75번지,18,3693333.333,전라북도,NA,-74.6,1.8,147.3,0.7,NA,NA,0,0,,1,0,NA
2022-14240,사회적기업,(유)열린사회서비스센터,2248142129,백명화,Q.보건업 및 사회복지 서비스업(86~87),비거주 복지시설 운영업,강원 횡성군 횡성읍 어사매로 41,64,NA,전라북도,NA,58.4,23.5,111.1,2.8,NA,NA,1,1,,0,0,NA
2022-14488,사회적기업,석광산업 ㈜,2258115488,박종찬,"S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",그 외 기타 개인 서비스업,강원도 정선군 고한읍 고한로 1912동 2층,236,2677500,강원도,1,-68.3,0.1,2464.1,2.2,4,2,1,0,,1,0,1
2022-10443,메인비즈기업,(유)성원엘리베이터,4028186315,"남미현,양해정","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",산업용 기계 및 장비 수리업,전라북도 전주시 덕진구 신흥안길 52,28,2615000,전라북도,1,28.7,11.3,79.5,2.4,1,1,1,0,,1,0,1
2022-10796,메인비즈기업,(유)삼려환경,4178116112,장정근,"E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","폐기물 수집, 운반업",전남 여수시 소라면 의곡길 115,20,3024166.667,전라남도,NA,-39.1,7.8,31.7,0.6,NA,NA,1,1,,1,0,NA
2022-14248,사회적기업,(유)나눔,2268138000,권순란,Q.보건업 및 사회복지 서비스업(86~87),비거주 복지시설 운영업,강원도 강릉시 하평5길 9-0(포남동) 1층,NA,NA,강원도,NA,NA,5.4,35.7,3.8,NA,NA,1,1,,0,0,NA
2022-14456,사회적기업,(사) 대한생활체육지도자연합회,1108212075,이종덕,"R.예술, 스포츠 및 여가관련 서비스업(90~91)",스포츠 서비스업,서울 서대문구 홍은중앙로 13B1층 (홍은동),33,2500000,서울특별시,NA,NA,-11.3,145.4,0.9,NA,NA,1,0,,1,0,NA
